Year,Année,ISO,Jurisdiction,Juridiction,Product,Produit,Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1994,1994,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1994,1994,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),10500,a,10500,a
1994,1994,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1994,1994,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1994,1994,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),112621,a,112621,a
1995,1995,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,AB,Alberta,Alberta,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1995,1995,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,225,a,225,a
1995,1995,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,1552,a,1552,a
1995,1995,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),15173,a,15173,a
1995,1995,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),8040,a,8040,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,1210,a,1210,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),47893,a,47893,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
1995,1995,ON,Ontario,Ontario,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),51013,a,51013,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),110,a,110,a
1995,1995,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),9000,a,9000,a
1995,1995,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
1995,1995,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1995,1995,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1995,1995,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,AB,Alberta,Alberta,Other insecticides,Autres insecticides,362,a,362,a
1996,1996,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),111641,a,111641,a
1996,1996,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,57,a,57,a
1996,1996,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),989,a,989,a
1996,1996,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),6933,a,6933,a
1996,1996,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,230,a,230,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),69208,a,69208,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),2000,a,2000,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
1996,1996,ON,Ontario,Ontario,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),24672,a,24672,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1996,1996,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),595,a,595,a
1996,1996,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1996,1996,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
1996,1996,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1996,1996,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1996,1996,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,AB,Alberta,Alberta,Other insecticides,Autres insecticides,1682,a,1682,a
1997,1997,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),20068,a,20068,a
1997,1997,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,126,a,126,a
1997,1997,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),5400,a,5400,a
1997,1997,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1997,1997,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,14875,a,14875,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),4316,a,4316,a
1997,1997,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),320,a,320,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
1997,1997,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1997,1997,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,ON,Ontario,Ontario,Other insecticides,Autres insecticides,10,a,10,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1997,1997,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),5631,a,5631,a
1997,1997,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),37474,a,37474,a
1997,1997,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1997,1997,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1997,1997,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,AB,Alberta,Alberta,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),8801,a,8801,a
1998,1998,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,12,a,12,a
1998,1998,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),13000,a,13000,a
1998,1998,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1998,1998,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,16924,a,16924,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),7240,a,7240,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,4011,a,4011,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),57052,a,57052,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
1998,1998,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1998,1998,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,ON,Ontario,Ontario,Other insecticides,Autres insecticides,10,a,10,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),506,a,506,a
1998,1998,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),113414,a,113414,a
1998,1998,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1998,1998,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1998,1998,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),70324,a,70324,a
1999,1999,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,AB,Alberta,Alberta,Other insecticides,Autres insecticides,12932,a,12932,a
1999,1999,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),21030,a,21030,a
1999,1999,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,20854,a,20854,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),9835,a,9835,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,1369,a,1369,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
1999,1999,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1999,1999,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,ON,Ontario,Ontario,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),629,a,629,a
1999,1999,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),41278,r,41278,r
1999,1999,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
1999,1999,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
1999,1999,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,AB,Alberta,Alberta,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),7090,a,7090,a
2000,2000,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,18960,a,18960,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),15711,a,15711,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
2000,2000,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,ON,Ontario,Ontario,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),42396,a,42396,a
2000,2000,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),60519,a,60519,a
2000,2000,SK,Saskatchewan,Saskatchewan,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,SK,Saskatchewan,Saskatchewan,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,YT,Yukon,Yukon,Other insecticides,Autres insecticides,0,a,0,a
2000,2000,YT,Yukon,Yukon,Fenitrothion,Fénitrothion,0,a,0,a
2000,2000,YT,Yukon,Yukon,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,AB,Alberta,Alberta,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,AB,Alberta,Alberta,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,AB,Alberta,Alberta,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,BC,British Columbia,Colombie-Britannique,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,BC,British Columbia,Colombie-Britannique,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,BC,British Columbia,Colombie-Britannique,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),26804,a,26804,a
2001,2001,MB,Manitoba,Manitoba,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,MB,Manitoba,Manitoba,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,MB,Manitoba,Manitoba,Other insecticides,Autres insecticides,18535,a,18535,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),56814,a,56814,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other insecticides,Autres insecticides,4510,a,4510,a
2001,2001,NS,Nova Scotia,Nouvelle-Écosse,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,NS,Nova Scotia,Nouvelle-Écosse,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,NS,Nova Scotia,Nouvelle-Écosse,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),,n,,n
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Fenitrothion,Fénitrothion,,n,,n
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,Other insecticides,Autres insecticides,,n,,n
2001,2001,ON,Ontario,Ontario,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,ON,Ontario,Ontario,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,ON,Ontario,Ontario,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,PE,Prince Edward Island,Île-du-Prince-Édouard,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,QC,Quebec,Québec,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),454,a,454,a
2001,2001,QC,Quebec,Québec,Fenitrothion,Fénitrothion,0,a,0,a
2001,2001,QC,Quebec,Québec,Other insecticides,Autres insecticides,0,a,0,a
2001,2001,SK,Saskatchewan,Saskatchewan,B.t. (Bacillus thuringiensis),B.t. (Bacillus thuringiensis),52701,a,52701,a
