Year,Année,ISO,Jurisdiction,Juridiction,Revenues,Revenus,Value (dollars),Data qualifier,Valeur (en dollar),Qualificatifs de données
2006,2006,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,0,a,0,a
2006,2006,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",50000,a,50000,a
2006,2006,YT,Yukon,Yukon,Sales and rentals,Ventes et locations,0,a,0,a
2006,2006,YT,Yukon,Yukon,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2006,2006,YT,Yukon,Yukon,Stumpage charges,Droits de coupe,8000,a,8000,a
2006,2006,YT,Yukon,Yukon,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",2000,a,2000,a
2006,2006,YT,Yukon,Yukon,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2006,2006,YT,Yukon,Yukon,Reforestation levies,Droits de reboisement,20000,a,20000,a
2006,2006,YT,Yukon,Yukon,Protection fees,Coût de protection du territoire,0,a,0,a
2006,2006,YT,Yukon,Yukon,Rent charges,Frais de location,0,a,0,a
2007,2007,AB,Alberta,Alberta,Stumpage charges,Droits de coupe,21596000,a,21596000,a
2007,2007,AB,Alberta,Alberta,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",188000,a,188000,a
2007,2007,AB,Alberta,Alberta,Sales and rentals,Ventes et locations,41000,a,41000,a
2007,2007,AB,Alberta,Alberta,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",27000,a,27000,a
2007,2007,AB,Alberta,Alberta,Reforestation levies,Droits de reboisement,2197000,a,2197000,a
2007,2007,AB,Alberta,Alberta,Area/holding charges,Droits de location ou de jouissance,8134000,a,8134000,a
2007,2007,AB,Alberta,Alberta,Rent charges,Frais de location,,n,,n
2007,2007,AB,Alberta,Alberta,Protection fees,Coût de protection du territoire,,n,,n
2007,2007,BC,British Columbia,Colombie-Britannique,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",288085000,r,288085000,r
2007,2007,BC,British Columbia,Colombie-Britannique,Sales and rentals,Ventes et locations,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",3543000,a,3543000,a
2007,2007,BC,British Columbia,Colombie-Britannique,Protection fees,Coût de protection du territoire,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Reforestation levies,Droits de reboisement,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Area/holding charges,Droits de location ou de jouissance,,u,,u
2007,2007,BC,British Columbia,Colombie-Britannique,Rent charges,Frais de location,18000000,a,18000000,a
2007,2007,BC,British Columbia,Colombie-Britannique,Stumpage charges,Droits de coupe,668801000,r,668801000,r
2007,2007,MB,Manitoba,Manitoba,Reforestation levies,Droits de reboisement,3287000,e,3287000,e
2007,2007,MB,Manitoba,Manitoba,Area/holding charges,Droits de location ou de jouissance,0,e,0,e
2007,2007,MB,Manitoba,Manitoba,Rent charges,Frais de location,0,e,0,e
2007,2007,MB,Manitoba,Manitoba,Stumpage charges,Droits de coupe,4434000,e,4434000,e
2007,2007,MB,Manitoba,Manitoba,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",25000,e,25000,e
2007,2007,MB,Manitoba,Manitoba,Sales and rentals,Ventes et locations,195000,e,195000,e
2007,2007,MB,Manitoba,Manitoba,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e
2007,2007,MB,Manitoba,Manitoba,Protection fees,Coût de protection du territoire,337000,e,337000,e
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Stumpage charges,Droits de coupe,42947000,a,42947000,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Rent charges,Frais de location,248000,a,248000,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Reforestation levies,Droits de reboisement,0,a,0,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Protection fees,Coût de protection du territoire,117000,a,117000,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",29000,a,29000,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,Sales and rentals,Ventes et locations,612000,a,612000,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",332000,a,332000,a
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1900000,e,1900000,e
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",500000,e,500000,e
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u
2007,2007,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4009000,a,4009000,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2249000,a,2249000,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",46000,a,46000,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Sales and rentals,Ventes et locations,,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Stumpage charges,Droits de coupe,5000,a,5000,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Reforestation levies,Droits de reboisement,9000,a,9000,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Area/holding charges,Droits de location ou de jouissance,,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Rent charges,Frais de location,,n,,n
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,Protection fees,Coût de protection du territoire,,n,,n
2007,2007,ON,Ontario,Ontario,Reforestation levies,Droits de reboisement,53635000,a,53635000,a
2007,2007,ON,Ontario,Ontario,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,ON,Ontario,Ontario,Rent charges,Frais de location,0,a,0,a
2007,2007,ON,Ontario,Ontario,Stumpage charges,Droits de coupe,51310000,a,51310000,a
2007,2007,ON,Ontario,Ontario,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",15000,a,15000,a
2007,2007,ON,Ontario,Ontario,Sales and rentals,Ventes et locations,0,a,0,a
2007,2007,ON,Ontario,Ontario,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",53000,a,53000,a
2007,2007,ON,Ontario,Ontario,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,10000,a,10000,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,42000,a,42000,a
2007,2007,PE,Prince Edward Island,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2007,2007,QC,Quebec,Québec,Stumpage charges,Droits de coupe,-26266000,a,-26266000,a
2007,2007,QC,Quebec,Québec,Rent charges,Frais de location,0,a,0,a
2007,2007,QC,Quebec,Québec,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,QC,Quebec,Québec,Reforestation levies,Droits de reboisement,0,a,0,a
2007,2007,QC,Quebec,Québec,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,QC,Quebec,Québec,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",670000,a,670000,a
2007,2007,QC,Quebec,Québec,Sales and rentals,Ventes et locations,36000,a,36000,a
2007,2007,QC,Quebec,Québec,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",692000,a,692000,a
2007,2007,SK,Saskatchewan,Saskatchewan,Reforestation levies,Droits de reboisement,6000,a,6000,a
2007,2007,SK,Saskatchewan,Saskatchewan,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Rent charges,Frais de location,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Stumpage charges,Droits de coupe,2312000,a,2312000,a
2007,2007,SK,Saskatchewan,Saskatchewan,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",231000,a,231000,a
2007,2007,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2007,2007,SK,Saskatchewan,Saskatchewan,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,YT,Yukon,Yukon,Rent charges,Frais de location,0,a,0,a
2007,2007,YT,Yukon,Yukon,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2007,2007,YT,Yukon,Yukon,Reforestation levies,Droits de reboisement,2000,a,2000,a
2007,2007,YT,Yukon,Yukon,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2007,2007,YT,Yukon,Yukon,Sales and rentals,Ventes et locations,0,a,0,a
2007,2007,YT,Yukon,Yukon,Stumpage charges,Droits de coupe,2000,a,2000,a
2007,2007,YT,Yukon,Yukon,Protection fees,Coût de protection du territoire,0,a,0,a
2007,2007,YT,Yukon,Yukon,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",1000,a,1000,a
2008,2008,AB,Alberta,Alberta,Stumpage charges,Droits de coupe,21283000,a,21283000,a
2008,2008,AB,Alberta,Alberta,Rent charges,Frais de location,,n,,n
2008,2008,AB,Alberta,Alberta,Area/holding charges,Droits de location ou de jouissance,7888000,a,7888000,a
2008,2008,AB,Alberta,Alberta,Reforestation levies,Droits de reboisement,1324000,a,1324000,a
2008,2008,AB,Alberta,Alberta,Protection fees,Coût de protection du territoire,,n,,n
2008,2008,AB,Alberta,Alberta,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",22000,a,22000,a
2008,2008,AB,Alberta,Alberta,Sales and rentals,Ventes et locations,214000,a,214000,a
2008,2008,AB,Alberta,Alberta,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",328000,a,328000,a
2008,2008,BC,British Columbia,Colombie-Britannique,Area/holding charges,Droits de location ou de jouissance,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Reforestation levies,Droits de reboisement,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Protection fees,Coût de protection du territoire,,u,,u
2008,2008,BC,British Columbia,Colombie-Britannique,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",3709000,a,3709000,a
2008,2008,BC,British Columbia,Colombie-Britannique,Rent charges,Frais de location,16596000,a,16596000,a
2008,2008,BC,British Columbia,Colombie-Britannique,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",169622000,r,169622000,r
2008,2008,BC,British Columbia,Colombie-Britannique,Stumpage charges,Droits de coupe,388770000,r,388770000,r
2008,2008,BC,British Columbia,Colombie-Britannique,Sales and rentals,Ventes et locations,,u,,u
2008,2008,MB,Manitoba,Manitoba,Reforestation levies,Droits de reboisement,1687000,a,1687000,a
2008,2008,MB,Manitoba,Manitoba,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,MB,Manitoba,Manitoba,Rent charges,Frais de location,0,a,0,a
2008,2008,MB,Manitoba,Manitoba,Stumpage charges,Droits de coupe,4504000,a,4504000,a
2008,2008,MB,Manitoba,Manitoba,Protection fees,Coût de protection du territoire,342000,a,342000,a
2008,2008,MB,Manitoba,Manitoba,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",3000,a,3000,a
2008,2008,MB,Manitoba,Manitoba,Sales and rentals,Ventes et locations,263000,a,263000,a
2008,2008,MB,Manitoba,Manitoba,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",23000,a,23000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Stumpage charges,Droits de coupe,37977000,a,37977000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Rent charges,Frais de location,253000,a,253000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",210000,a,210000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Sales and rentals,Ventes et locations,601000,a,601000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",27000,a,27000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Protection fees,Coût de protection du territoire,15000,a,15000,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Reforestation levies,Droits de reboisement,0,a,0,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1900000,e,1900000,e
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",500000,e,500000,e
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u
2008,2008,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2593000,a,2593000,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2040000,a,2040000,a
2008,2008,NS,Nova Scotia,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Sales and rentals,Ventes et locations,,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Protection fees,Coût de protection du territoire,,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Reforestation levies,Droits de reboisement,30000,a,30000,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Area/holding charges,Droits de location ou de jouissance,,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Rent charges,Frais de location,,n,,n
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Stumpage charges,Droits de coupe,16000,a,16000,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",,n,,n
2008,2008,ON,Ontario,Ontario,Reforestation levies,Droits de reboisement,49736000,e,49736000,e
2008,2008,ON,Ontario,Ontario,Area/holding charges,Droits de location ou de jouissance,0,e,0,e
2008,2008,ON,Ontario,Ontario,Rent charges,Frais de location,0,e,0,e
2008,2008,ON,Ontario,Ontario,Stumpage charges,Droits de coupe,40451000,e,40451000,e
2008,2008,ON,Ontario,Ontario,Protection fees,Coût de protection du territoire,0,e,0,e
2008,2008,ON,Ontario,Ontario,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e
2008,2008,ON,Ontario,Ontario,Sales and rentals,Ventes et locations,0,e,0,e
2008,2008,ON,Ontario,Ontario,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",23000,e,23000,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,10000,e,10000,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Rent charges,Frais de location,0,e,0,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,42000,e,42000,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,e,0,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,e,0,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,e,0,e
2008,2008,PE,Prince Edward Island,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,e,0,e
2008,2008,QC,Quebec,Québec,Stumpage charges,Droits de coupe,-27718000,a,-27718000,a
2008,2008,QC,Quebec,Québec,Rent charges,Frais de location,0,a,0,a
2008,2008,QC,Quebec,Québec,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",439000,a,439000,a
2008,2008,QC,Quebec,Québec,Sales and rentals,Ventes et locations,7000,a,7000,a
2008,2008,QC,Quebec,Québec,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",616000,a,616000,a
2008,2008,QC,Quebec,Québec,Protection fees,Coût de protection du territoire,0,a,0,a
2008,2008,QC,Quebec,Québec,Reforestation levies,Droits de reboisement,0,a,0,a
2008,2008,QC,Quebec,Québec,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Reforestation levies,Droits de reboisement,48000,a,48000,a
2008,2008,SK,Saskatchewan,Saskatchewan,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Rent charges,Frais de location,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Stumpage charges,Droits de coupe,885000,a,885000,a
2008,2008,SK,Saskatchewan,Saskatchewan,Protection fees,Coût de protection du territoire,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",8000,a,8000,a
2008,2008,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,0,a,0,a
2008,2008,SK,Saskatchewan,Saskatchewan,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",284000,a,284000,a
2008,2008,YT,Yukon,Yukon,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2008,2008,YT,Yukon,Yukon,Stumpage charges,Droits de coupe,4000,a,4000,a
2008,2008,YT,Yukon,Yukon,Rent charges,Frais de location,0,a,0,a
2008,2008,YT,Yukon,Yukon,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2008,2008,YT,Yukon,Yukon,Sales and rentals,Ventes et locations,0,a,0,a
2008,2008,YT,Yukon,Yukon,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",2000,a,2000,a
2008,2008,YT,Yukon,Yukon,Protection fees,Coût de protection du territoire,0,a,0,a
2008,2008,YT,Yukon,Yukon,Reforestation levies,Droits de reboisement,20000,a,20000,a
2009,2009,AB,Alberta,Alberta,Stumpage charges,Droits de coupe,19425000,a,19425000,a
2009,2009,AB,Alberta,Alberta,Rent charges,Frais de location,,n,,n
2009,2009,AB,Alberta,Alberta,Area/holding charges,Droits de location ou de jouissance,8246000,a,8246000,a
2009,2009,AB,Alberta,Alberta,Reforestation levies,Droits de reboisement,1461000,a,1461000,a
2009,2009,AB,Alberta,Alberta,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",19000,a,19000,a
2009,2009,AB,Alberta,Alberta,Sales and rentals,Ventes et locations,0,a,0,a
2009,2009,AB,Alberta,Alberta,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",271000,a,271000,a
2009,2009,AB,Alberta,Alberta,Protection fees,Coût de protection du territoire,,n,,n
2009,2009,BC,British Columbia,Colombie-Britannique,Stumpage charges,Droits de coupe,196023000,r,196023000,r
2009,2009,BC,British Columbia,Colombie-Britannique,Rent charges,Frais de location,16799000,r,16799000,r
2009,2009,BC,British Columbia,Colombie-Britannique,Area/holding charges,Droits de location ou de jouissance,,u,,u
2009,2009,BC,British Columbia,Colombie-Britannique,Reforestation levies,Droits de reboisement,,u,,u
2009,2009,BC,British Columbia,Colombie-Britannique,Protection fees,Coût de protection du territoire,,u,,u
2009,2009,BC,British Columbia,Colombie-Britannique,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",4379000,r,4379000,r
2009,2009,BC,British Columbia,Colombie-Britannique,Sales and rentals,Ventes et locations,,u,,u
2009,2009,BC,British Columbia,Colombie-Britannique,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",182866000,r,182866000,r
2009,2009,MB,Manitoba,Manitoba,Stumpage charges,Droits de coupe,2958000,a,2958000,a
2009,2009,MB,Manitoba,Manitoba,Rent charges,Frais de location,0,a,0,a
2009,2009,MB,Manitoba,Manitoba,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2009,2009,MB,Manitoba,Manitoba,Reforestation levies,Droits de reboisement,1470000,a,1470000,a
2009,2009,MB,Manitoba,Manitoba,Sales and rentals,Ventes et locations,210000,a,210000,a
2009,2009,MB,Manitoba,Manitoba,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",17000,a,17000,a
2009,2009,MB,Manitoba,Manitoba,Protection fees,Coût de protection du territoire,282000,a,282000,a
2009,2009,MB,Manitoba,Manitoba,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",1000,a,1000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Stumpage charges,Droits de coupe,26295000,a,26295000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",171000,a,171000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Sales and rentals,Ventes et locations,857000,a,857000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",26000,a,26000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Reforestation levies,Droits de reboisement,0,a,0,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Rent charges,Frais de location,295000,a,295000,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,Protection fees,Coût de protection du territoire,1000,a,1000,a
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1900000,e,1900000,e
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,u,,u
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,,u,,u
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",500000,e,500000,e
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,,u,,u
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,,u,,u
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Rent charges,Frais de location,,u,,u
2009,2009,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,,u,,u
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2249000,a,2249000,a
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",13000,a,13000,a
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2603000,a,2603000,a
