Year,Année,ISO,Jurisdiction,Juridiction,Revenues,Revenus,Value (dollars),Data qualifier,Valeur (en dollar),Qualificatifs de données
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",607000,a,607000,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4456000,a,4456000,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Reforestation levies,Droits de reboisement,443000,a,443000,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Protection fees,Coût de protection du territoire,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Stumpage charges,Droits de coupe,490000,a,490000,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Rent charges,Frais de location,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Area/holding charges,Droits de location ou de jouissance,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Sales and rentals,Ventes et locations,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,n,,n
1998,1998,ON,Ontario,Ontario,Stumpage charges,Droits de coupe,166115000,a,166115000,a
1998,1998,ON,Ontario,Ontario,Rent charges,Frais de location,0,a,0,a
1998,1998,ON,Ontario,Ontario,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",157000,a,157000,a
1998,1998,ON,Ontario,Ontario,Sales and rentals,Ventes et locations,0,a,0,a
1998,1998,ON,Ontario,Ontario,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",11000,a,11000,a
1998,1998,ON,Ontario,Ontario,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,ON,Ontario,Ontario,Reforestation levies,Droits de reboisement,92372000,a,92372000,a
1998,1998,ON,Ontario,Ontario,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,138000,a,138000,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,119000,a,119000,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,QC,Quebec,Québec,Stumpage charges,Droits de coupe,358746346,r,358746346,r
1998,1998,QC,Quebec,Québec,Rent charges,Frais de location,0,a,0,a
1998,1998,QC,Quebec,Québec,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",1249000,a,1249000,a
1998,1998,QC,Quebec,Québec,Sales and rentals,Ventes et locations,82000,a,82000,a
1998,1998,QC,Quebec,Québec,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",651000,a,651000,a
1998,1998,QC,Quebec,Québec,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,QC,Quebec,Québec,Reforestation levies,Droits de reboisement,38197000,a,38197000,a
1998,1998,QC,Quebec,Québec,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Stumpage charges,Droits de coupe,2317000,a,2317000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Rent charges,Frais de location,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",16000,a,16000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,-109000,a,-109000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",382000,a,382000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Protection fees,Coût de protection du territoire,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Reforestation levies,Droits de reboisement,604000,a,604000,a
1998,1998,SK,Saskatchewan,Saskatchewan,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1998,1998,YT,Yukon,Yukon,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1998,1998,YT,Yukon,Yukon,Sales and rentals,Ventes et locations,0,a,0,a
1998,1998,YT,Yukon,Yukon,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1998,1998,YT,Yukon,Yukon,Area/holding charges,Droits de location ou de jouissance,2000,a,2000,a
1998,1998,YT,Yukon,Yukon,Reforestation levies,Droits de reboisement,476000,e,476000,e
1998,1998,YT,Yukon,Yukon,Protection fees,Coût de protection du territoire,3000,a,3000,a
1998,1998,YT,Yukon,Yukon,Rent charges,Frais de location,0,a,0,a
1998,1998,YT,Yukon,Yukon,Stumpage charges,Droits de coupe,491000,e,491000,e
1999,1999,AB,Alberta,Alberta,Stumpage charges,Droits de coupe,103895000,a,103895000,a
1999,1999,AB,Alberta,Alberta,Rent charges,Frais de location,,n,,n
1999,1999,AB,Alberta,Alberta,Area/holding charges,Droits de location ou de jouissance,5313000,a,5313000,a
1999,1999,AB,Alberta,Alberta,Reforestation levies,Droits de reboisement,7308000,a,7308000,a
1999,1999,AB,Alberta,Alberta,Sales and rentals,Ventes et locations,311000,a,311000,a
1999,1999,AB,Alberta,Alberta,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",49000,a,49000,a
1999,1999,AB,Alberta,Alberta,Protection fees,Coût de protection du territoire,,n,,n
1999,1999,AB,Alberta,Alberta,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",4795000,a,4795000,a
1999,1999,BC,British Columbia,Colombie-Britannique,Stumpage charges,Droits de coupe,1597078000,r,1597078000,r
1999,1999,BC,British Columbia,Colombie-Britannique,Rent charges,Frais de location,16594000,a,16594000,a
1999,1999,BC,British Columbia,Colombie-Britannique,Area/holding charges,Droits de location ou de jouissance,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,Reforestation levies,Droits de reboisement,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,Protection fees,Coût de protection du territoire,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",3555000,r,3555000,r
1999,1999,BC,British Columbia,Colombie-Britannique,Sales and rentals,Ventes et locations,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",11307000,r,11307000,r
1999,1999,MB,Manitoba,Manitoba,Stumpage charges,Droits de coupe,4396000,a,4396000,a
1999,1999,MB,Manitoba,Manitoba,Protection fees,Coût de protection du territoire,371000,a,371000,a
1999,1999,MB,Manitoba,Manitoba,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",17000,a,17000,a
1999,1999,MB,Manitoba,Manitoba,Sales and rentals,Ventes et locations,191000,a,191000,a
1999,1999,MB,Manitoba,Manitoba,Reforestation levies,Droits de reboisement,1431000,a,1431000,a
1999,1999,MB,Manitoba,Manitoba,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Rent charges,Frais de location,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Stumpage charges,Droits de coupe,47883000,a,47883000,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Protection fees,Coût de protection du territoire,11000,a,11000,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",34000,a,34000,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Sales and rentals,Ventes et locations,4704000,a,4704000,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Reforestation levies,Droits de reboisement,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Rent charges,Frais de location,96000,a,96000,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",105000,a,105000,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1476000,a,1476000,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",505000,a,505000,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",3000,a,3000,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,3581000,a,3581000,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",7000,a,7000,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Sales and rentals,Ventes et locations,,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Protection fees,Coût de protection du territoire,,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Reforestation levies,Droits de reboisement,293000,a,293000,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Stumpage charges,Droits de coupe,293000,a,293000,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Rent charges,Frais de location,,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Area/holding charges,Droits de location ou de jouissance,,n,,n
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,n,,n
1999,1999,ON,Ontario,Ontario,Stumpage charges,Droits de coupe,142867000,a,142867000,a
1999,1999,ON,Ontario,Ontario,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,ON,Ontario,Ontario,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",52000,a,52000,a
1999,1999,ON,Ontario,Ontario,Sales and rentals,Ventes et locations,0,a,0,a
1999,1999,ON,Ontario,Ontario,Reforestation levies,Droits de reboisement,88363000,a,88363000,a
1999,1999,ON,Ontario,Ontario,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,ON,Ontario,Ontario,Rent charges,Frais de location,0,a,0,a
1999,1999,ON,Ontario,Ontario,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",576000,a,576000,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,149000,a,149000,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,80000,a,80000,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1999,1999,QC,Quebec,Québec,Stumpage charges,Droits de coupe,365939431,r,365939431,r
1999,1999,QC,Quebec,Québec,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,QC,Quebec,Québec,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",663000,a,663000,a
1999,1999,QC,Quebec,Québec,Sales and rentals,Ventes et locations,107000,a,107000,a
1999,1999,QC,Quebec,Québec,Reforestation levies,Droits de reboisement,36652000,a,36652000,a
1999,1999,QC,Quebec,Québec,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,QC,Quebec,Québec,Rent charges,Frais de location,0,a,0,a
1999,1999,QC,Quebec,Québec,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",796000,a,796000,a
1999,1999,SK,Saskatchewan,Saskatchewan,Stumpage charges,Droits de coupe,2317000,a,2317000,a
1999,1999,SK,Saskatchewan,Saskatchewan,Protection fees,Coût de protection du territoire,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",382000,a,382000,a
1999,1999,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,-109000,a,-109000,a
1999,1999,SK,Saskatchewan,Saskatchewan,Reforestation levies,Droits de reboisement,604000,a,604000,a
1999,1999,SK,Saskatchewan,Saskatchewan,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Rent charges,Frais de location,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",16000,a,16000,a
1999,1999,YT,Yukon,Yukon,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
1999,1999,YT,Yukon,Yukon,Protection fees,Coût de protection du territoire,3000,a,3000,a
1999,1999,YT,Yukon,Yukon,Reforestation levies,Droits de reboisement,593000,r,593000,r
1999,1999,YT,Yukon,Yukon,Area/holding charges,Droits de location ou de jouissance,2000,a,2000,a
1999,1999,YT,Yukon,Yukon,Stumpage charges,Droits de coupe,398000,r,398000,r
1999,1999,YT,Yukon,Yukon,Sales and rentals,Ventes et locations,0,a,0,a
1999,1999,YT,Yukon,Yukon,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
1999,1999,YT,Yukon,Yukon,Rent charges,Frais de location,0,a,0,a
2000,2000,AB,Alberta,Alberta,Stumpage charges,Droits de coupe,50238000,a,50238000,a
2000,2000,AB,Alberta,Alberta,Rent charges,Frais de location,,n,,n
2000,2000,AB,Alberta,Alberta,Area/holding charges,Droits de location ou de jouissance,6316000,a,6316000,a
2000,2000,AB,Alberta,Alberta,Reforestation levies,Droits de reboisement,7930000,a,7930000,a
2000,2000,AB,Alberta,Alberta,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",1024000,a,1024000,a
2000,2000,AB,Alberta,Alberta,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",47000,a,47000,a
2000,2000,AB,Alberta,Alberta,Sales and rentals,Ventes et locations,77000,a,77000,a
2000,2000,AB,Alberta,Alberta,Protection fees,Coût de protection du territoire,,n,,n
2000,2000,BC,British Columbia,Colombie-Britannique,Stumpage charges,Droits de coupe,1254407000,r,1254407000,r
2000,2000,BC,British Columbia,Colombie-Britannique,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",-4573000,r,-4573000,r
2000,2000,BC,British Columbia,Colombie-Britannique,Sales and rentals,Ventes et locations,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Rent charges,Frais de location,17288000,r,17288000,r
2000,2000,BC,British Columbia,Colombie-Britannique,Protection fees,Coût de protection du territoire,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Reforestation levies,Droits de reboisement,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Area/holding charges,Droits de location ou de jouissance,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",3773000,r,3773000,r
2000,2000,MB,Manitoba,Manitoba,Stumpage charges,Droits de coupe,4030000,a,4030000,a
2000,2000,MB,Manitoba,Manitoba,Rent charges,Frais de location,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Reforestation levies,Droits de reboisement,1455000,a,1455000,a
2000,2000,MB,Manitoba,Manitoba,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",15000,a,15000,a
2000,2000,MB,Manitoba,Manitoba,Sales and rentals,Ventes et locations,192000,a,192000,a
2000,2000,MB,Manitoba,Manitoba,Protection fees,Coût de protection du territoire,353000,a,353000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Stumpage charges,Droits de coupe,52014000,a,52014000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Reforestation levies,Droits de reboisement,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Protection fees,Coût de protection du territoire,11000,a,11000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",34000,a,34000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Sales and rentals,Ventes et locations,3514000,a,3514000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",184000,a,184000,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Rent charges,Frais de location,160000,a,160000,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Stumpage charges,Droits de coupe,1500000,e,1500000,e
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reforestation levies,Droits de reboisement,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Protection fees,Coût de protection du territoire,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",500000,e,500000,e
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Sales and rentals,Ventes et locations,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Rent charges,Frais de location,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4639000,r,4639000,r
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",11000,r,11000,r
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Stumpage charges,Droits de coupe,10000,e,10000,e
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Rent charges,Frais de location,,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Area/holding charges,Droits de location ou de jouissance,,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Reforestation levies,Droits de reboisement,5000,e,5000,e
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Sales and rentals,Ventes et locations,,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",,n,,n
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Protection fees,Coût de protection du territoire,,n,,n
2000,2000,ON,Ontario,Ontario,Stumpage charges,Droits de coupe,103568000,a,103568000,a
2000,2000,ON,Ontario,Ontario,Rent charges,Frais de location,0,a,0,a
2000,2000,ON,Ontario,Ontario,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,ON,Ontario,Ontario,Reforestation levies,Droits de reboisement,94012000,a,94012000,a
2000,2000,ON,Ontario,Ontario,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",1040000,a,1040000,a
2000,2000,ON,Ontario,Ontario,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",46000,a,46000,a
2000,2000,ON,Ontario,Ontario,Sales and rentals,Ventes et locations,0,a,0,a
2000,2000,ON,Ontario,Ontario,Protection fees,Coût de protection du territoire,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,227000,a,227000,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",0,a,0,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,102000,a,102000,a
2000,2000,PE,Prince Edward Island,Île-du-Prince-Édouard,Rent charges,Frais de location,0,a,0,a
2000,2000,QC,Quebec,Québec,Stumpage charges,Droits de coupe,336122032,r,336122032,r
2000,2000,QC,Quebec,Québec,Rent charges,Frais de location,0,a,0,a
2000,2000,QC,Quebec,Québec,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,QC,Quebec,Québec,Reforestation levies,Droits de reboisement,48379000,a,48379000,a
2000,2000,QC,Quebec,Québec,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",702000,a,702000,a
2000,2000,QC,Quebec,Québec,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",693000,a,693000,a
2000,2000,QC,Quebec,Québec,Sales and rentals,Ventes et locations,202000,a,202000,a
2000,2000,QC,Quebec,Québec,Protection fees,Coût de protection du territoire,0,a,0,a
2000,2000,SK,Saskatchewan,Saskatchewan,Stumpage charges,Droits de coupe,6083000,a,6083000,a
2000,2000,SK,Saskatchewan,Saskatchewan,Rent charges,Frais de location,0,a,0,a
2000,2000,SK,Saskatchewan,Saskatchewan,Area/holding charges,Droits de location ou de jouissance,0,a,0,a
2000,2000,SK,Saskatchewan,Saskatchewan,Reforestation levies,Droits de reboisement,1117000,a,1117000,a
2000,2000,SK,Saskatchewan,Saskatchewan,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",10000,a,10000,a
2000,2000,SK,Saskatchewan,Saskatchewan,Permit and licence fees (export fees),"Permis et frais de tenure (frais d'exportation)",332000,a,332000,a
2000,2000,SK,Saskatchewan,Saskatchewan,Sales and rentals,Ventes et locations,0,a,0,a
